Country,WEO,ISO,AreaName,RegName,DevName,Year,Inflows
American Samoa,,,Oceania,Polynesia,Less developed regions,1987,1.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1987,1.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1988,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1988,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1988,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1988,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1989,
American Samoa,,,Oceania,Polynesia,Less developed regions,1989,
American Samoa,,,Oceania,Polynesia,Less developed regions,1989,
American Samoa,,,Oceania,Polynesia,Less developed regions,1989,
American Samoa,,,Oceania,Polynesia,Less developed regions,1990,
American Samoa,,,Oceania,Polynesia,Less developed regions,1990,
American Samoa,,,Oceania,Polynesia,Less developed regions,1990,
American Samoa,,,Oceania,Polynesia,Less developed regions,1990,
American Samoa,,,Oceania,Polynesia,Less developed regions,1991,
American Samoa,,,Oceania,Polynesia,Less developed regions,1991,
American Samoa,,,Oceania,Polynesia,Less developed regions,1991,
American Samoa,,,Oceania,Polynesia,Less developed regions,1991,
American Samoa,,,Oceania,Polynesia,Less developed regions,1992,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1992,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1992,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1992,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1993,
American Samoa,,,Oceania,Polynesia,Less developed regions,1993,
American Samoa,,,Oceania,Polynesia,Less developed regions,1993,
American Samoa,,,Oceania,Polynesia,Less developed regions,1993,
American Samoa,,,Oceania,Polynesia,Less developed regions,1994,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1994,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1994,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1994,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1995,
American Samoa,,,Oceania,Polynesia,Less developed regions,1995,
American Samoa,,,Oceania,Polynesia,Less developed regions,1995,
American Samoa,,,Oceania,Polynesia,Less developed regions,1995,
American Samoa,,,Oceania,Polynesia,Less developed regions,1996,
American Samoa,,,Oceania,Polynesia,Less developed regions,1996,
American Samoa,,,Oceania,Polynesia,Less developed regions,1996,
American Samoa,,,Oceania,Polynesia,Less developed regions,1996,
American Samoa,,,Oceania,Polynesia,Less developed regions,1997,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1997,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1997,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1997,0.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1998,4.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1998,4.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1998,4.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1998,4.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1999,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1999,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1999,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,1999,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2000,7.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2000,7.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2000,7.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2000,7.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2001,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2001,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2001,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2001,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2002,26.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2002,26.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2002,26.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2002,26.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2003,16.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2003,16.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2003,16.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2003,16.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2004,12.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2004,12.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2004,12.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2004,12.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2005,15.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2005,15.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2005,15.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2005,15.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2006,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2006,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2006,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2006,28.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2007,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2007,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2007,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2007,11.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2008,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2008,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2008,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2008,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2009,19.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2009,19.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2009,19.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2009,19.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2010,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2010,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2010,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2010,14.0
American Samoa,,,Oceania,Polynesia,Less developed regions,2011,
American Samoa,,,Oceania,Polynesia,Less developed regions,2011,
American Samoa,,,Oceania,Polynesia,Less developed regions,2011,
American Samoa,,,Oceania,Polynesia,Less developed regions,2011,
American Samoa,,,Oceania,Polynesia,Less developed regions,2012,
American Samoa,,,Oceania,Polynesia,Less developed regions,2012,
American Samoa,,,Oceania,Polynesia,Less developed regions,2012,
American Samoa,,,Oceania,Polynesia,Less developed regions,2012,
American Samoa,,,Oceania,Polynesia,Less developed regions,2013,
American Samoa,,,Oceania,Polynesia,Less developed regions,2013,
American Samoa,,,Oceania,Polynesia,Less developed regions,2013,
American Samoa,,,Oceania,Polynesia,Less developed regions,2013,
American Samoa,,,Oceania,Polynesia,Less developed regions,2014,
American Samoa,,,Oceania,Polynesia,Less developed regions,2014,
American Samoa,,,Oceania,Polynesia,Less developed regions,2014,
American Samoa,,,Oceania,Polynesia,Less developed regions,2014,
American Samoa,,,Oceania,Polynesia,Less developed regions,2015,
American Samoa,,,Oceania,Polynesia,Less developed regions,2015,
American Samoa,,,Oceania,Polynesia,Less developed regions,2015,
American Samoa,,,Oceania,Polynesia,Less developed regions,2015,
American Samoa,,,Oceania,Polynesia,Less developed regions,2016,
American Samoa,,,Oceania,Polynesia,Less developed regions,2016,
American Samoa,,,Oceania,Polynesia,Less developed regions,2016,
American Samoa,,,Oceania,Polynesia,Less developed regions,2016,
American Samoa,,,Oceania,Polynesia,Less developed regions,2017,
American Samoa,,,Oceania,Polynesia,Less developed regions,2017,
American Samoa,,,Oceania,Polynesia,Less developed regions,2017,
American Samoa,,,Oceania,Polynesia,Less developed regions,2017,
Andorra,,,Europe,Southern Europe,More developed regions,1980,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1980,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1980,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1980,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1981,3.0
Andorra,,,Europe,Southern Europe,More developed regions,1981,3.0
Andorra,,,Europe,Southern Europe,More developed regions,1981,3.0
Andorra,,,Europe,Southern Europe,More developed regions,1981,3.0
Andorra,,,Europe,Southern Europe,More developed regions,1982,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1982,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1982,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1982,2.0
Andorra,,,Europe,Southern Europe,More developed regions,1983,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1983,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1983,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1983,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1984,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1984,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1984,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1984,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1985,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1985,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1985,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1985,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1986,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1986,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1986,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1986,1.0
Andorra,,,Europe,Southern Europe,More developed regions,1987,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1987,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1987,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1987,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1988,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1988,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1988,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1988,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1989,4.0
Andorra,,,Europe,Southern Europe,More developed regions,1989,4.0
Andorra,,,Europe,Southern Europe,More developed regions,1989,4.0
Andorra,,,Europe,Southern Europe,More developed regions,1989,4.0
Andorra,,,Europe,Southern Europe,More developed regions,1990,5.0
Andorra,,,Europe,Southern Europe,More developed regions,1990,5.0
Andorra,,,Europe,Southern Europe,More developed regions,1990,5.0
Andorra,,,Europe,Southern Europe,More developed regions,1990,5.0
Andorra,,,Europe,Southern Europe,More developed regions,1991,
Andorra,,,Europe,Southern Europe,More developed regions,1991,
Andorra,,,Europe,Southern Europe,More developed regions,1991,
Andorra,,,Europe,Southern Europe,More developed regions,1991,
Andorra,,,Europe,Southern Europe,More developed regions,1992,
Andorra,,,Europe,Southern Europe,More developed regions,1992,
Andorra,,,Europe,Southern Europe,More developed regions,1992,
Andorra,,,Europe,Southern Europe,More developed regions,1992,
Andorra,,,Europe,Southern Europe,More developed regions,1993,
Andorra,,,Europe,Southern Europe,More developed regions,1993,
Andorra,,,Europe,Southern Europe,More developed regions,1993,
Andorra,,,Europe,Southern Europe,More developed regions,1993,
Andorra,,,Europe,Southern Europe,More developed regions,1994,
Andorra,,,Europe,Southern Europe,More developed regions,1994,
Andorra,,,Europe,Southern Europe,More developed regions,1994,
Andorra,,,Europe,Southern Europe,More developed regions,1994,
Andorra,,,Europe,Southern Europe,More developed regions,1995,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1995,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1995,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1995,0.0
Andorra,,,Europe,Southern Europe,More developed regions,1996,
Andorra,,,Europe,Southern Europe,More developed regions,1996,
Andorra,,,Europe,Southern Europe,More developed regions,1996,
Andorra,,,Europe,Southern Europe,More developed regions,1996,
Andorra,,,Europe,Southern Europe,More developed regions,1997,
Andorra,,,Europe,Southern Europe,More developed regions,1997,
Andorra,,,Europe,Southern Europe,More developed regions,1997,
Andorra,,,Europe,Southern Europe,More developed regions,1997,
Andorra,,,Europe,Southern Europe,More developed regions,1998,
Andorra,,,Europe,Southern Europe,More developed regions,1998,
Andorra,,,Europe,Southern Europe,More developed regions,1998,
Andorra,,,Europe,Southern Europe,More developed regions,1998,
Andorra,,,Europe,Southern Europe,More developed regions,1999,
Andorra,,,Europe,Southern Europe,More developed regions,1999,
Andorra,,,Europe,Southern Europe,More developed regions,1999,
Andorra,,,Europe,Southern Europe,More developed regions,1999,
Andorra,,,Europe,Southern Europe,More developed regions,2000,
Andorra,,,Europe,Southern Europe,More developed regions,2000,
Andorra,,,Europe,Southern Europe,More developed regions,2000,
Andorra,,,Europe,Southern Europe,More developed regions,2000,
Andorra,,,Europe,Southern Europe,More developed regions,2001,
Andorra,,,Europe,Southern Europe,More developed regions,2001,
Andorra,,,Europe,Southern Europe,More developed regions,2001,
Andorra,,,Europe,Southern Europe,More developed regions,2001,
Andorra,,,Europe,Southern Europe,More developed regions,2002,
Andorra,,,Europe,Southern Europe,More developed regions,2002,
Andorra,,,Europe,Southern Europe,More developed regions,2002,
Andorra,,,Europe,Southern Europe,More developed regions,2002,
Andorra,,,Europe,Southern Europe,More developed regions,2003,
Andorra,,,Europe,Southern Europe,More developed regions,2003,
Andorra,,,Europe,Southern Europe,More developed regions,2003,
Andorra,,,Europe,Southern Europe,More developed regions,2003,
Andorra,,,Europe,Southern Europe,More developed regions,2004,
Andorra,,,Europe,Southern Europe,More developed regions,2004,
Andorra,,,Europe,Southern Europe,More developed regions,2004,
Andorra,,,Europe,Southern Europe,More developed regions,2004,
Andorra,,,Europe,Southern Europe,More developed regions,2005,
Andorra,,,Europe,Southern Europe,More developed regions,2005,
Andorra,,,Europe,Southern Europe,More developed regions,2005,
Andorra,,,Europe,Southern Europe,More developed regions,2005,
Andorra,,,Europe,Southern Europe,More developed regions,2006,
Andorra,,,Europe,Southern Europe,More developed regions,2006,
Andorra,,,Europe,Southern Europe,More developed regions,2006,
Andorra,,,Europe,Southern Europe,More developed regions,2006,
Andorra,,,Europe,Southern Europe,More developed regions,2007,
Andorra,,,Europe,Southern Europe,More developed regions,2007,
Andorra,,,Europe,Southern Europe,More developed regions,2007,
Andorra,,,Europe,Southern Europe,More developed regions,2007,
Andorra,,,Europe,Southern Europe,More developed regions,2008,
Andorra,,,Europe,Southern Europe,More developed regions,2008,
Andorra,,,Europe,Southern Europe,More developed regions,2008,
Andorra,,,Europe,Southern Europe,More developed regions,2008,
Andorra,,,Europe,Southern Europe,More developed regions,2009,
Andorra,,,Europe,Southern Europe,More developed regions,2009,
Andorra,,,Europe,Southern Europe,More developed regions,2009,
Andorra,,,Europe,Southern Europe,More developed regions,2009,
Andorra,,,Europe,Southern Europe,More developed regions,2010,
Andorra,,,Europe,Southern Europe,More developed regions,2010,
Andorra,,,Europe,Southern Europe,More developed regions,2010,
Andorra,,,Europe,Southern Europe,More developed regions,2010,
Andorra,,,Europe,Southern Europe,More developed regions,2011,
Andorra,,,Europe,Southern Europe,More developed regions,2011,
Andorra,,,Europe,Southern Europe,More developed regions,2011,
Andorra,,,Europe,Southern Europe,More developed regions,2011,
Andorra,,,Europe,Southern Europe,More developed regions,2012,
Andorra,,,Europe,Southern Europe,More developed regions,2012,
Andorra,,,Europe,Southern Europe,More developed regions,2012,
Andorra,,,Europe,Southern Europe,More developed regions,2012,
Andorra,,,Europe,Southern Europe,More developed regions,2013,
Andorra,,,Europe,Southern Europe,More developed regions,2013,
Andorra,,,Europe,Southern Europe,More developed regions,2013,
Andorra,,,Europe,Southern Europe,More developed regions,2013,
Andorra,,,Europe,Southern Europe,More developed regions,2014,
Andorra,,,Europe,Southern Europe,More developed regions,2014,
Andorra,,,Europe,Southern Europe,More developed regions,2014,
Andorra,,,Europe,Southern Europe,More developed regions,2014,
Andorra,,,Europe,Southern Europe,More developed regions,2015,
Andorra,,,Europe,Southern Europe,More developed regions,2015,
Andorra,,,Europe,Southern Europe,More developed regions,2015,
Andorra,,,Europe,Southern Europe,More developed regions,2015,
Andorra,,,Europe,Southern Europe,More developed regions,2016,
Andorra,,,Europe,Southern Europe,More developed regions,2016,
Andorra,,,Europe,Southern Europe,More developed regions,2016,
Andorra,,,Europe,Southern Europe,More developed regions,2016,
Andorra,,,Europe,Southern Europe,More developed regions,2017,
Andorra,,,Europe,Southern Europe,More developed regions,2017,
Andorra,,,Europe,Southern Europe,More developed regions,2017,
Andorra,,,Europe,Southern Europe,More developed regions,2017,
Angola,614.0,AGO,Africa,Middle Africa,Less developed regions,1980,194.0
Angola,614.0,AGO,Africa,Middle Africa,Less developed regions,1981,144.0
Angola,614.0,AGO,Africa,Middle Africa,Less developed regions,1982,126.0
Angola,614.0,AGO,Africa,Middle Africa,Less developed regions,1983,116.0
Angola,614.0,AGO,Africa,Middle Africa,Less developed regions,1984,146.0
Angola,614.0,AGO,Africa,Middle Africa,Less developed regions,1985,120.0
Angola,614.0,AGO,Africa,Middle Africa,Less developed regions,1986,116.0
